lp,RSPO,REGON,nip,Nazwa szkoły,Powiat,Gmina,Miejscowość,Ulica,Numer domu,tel.,email,Numer telefonu kontaktowego do organu prowadzącego,Adres e-mail do organu prowadzącego,Adres witryny internetowej organu prowadzącego (jeżeli nie posiada należy wpisać „nie posiada”),ORGAN regon,ORGAN nip,REGON szkoły,Numer szkoły w Rejestrze Szkół i Placówek Oświatowych (RSPO),Numer telefonu kontaktowego do szkoły,Adres kontaktowy e-mail do szkoły,Adres witryny internetowej szkoły (jeżeli nie posiada należy wpisać „nie posiada”),Imię dyr.,Nazwisko dyr.,Imię wice,Nazwisko wice,Dziewczęta w szkole w klasach IV - VIII,Chłopcy w szkole w klasach IV - VIII,suma,grupa
66,13934,1131833,8151273846,SZKOŁA PODSTAWOWA NR 2 IM. ARMII KRAJOWEJ W BUDACH ŁAŃCUCKICH,łańcucki,Białobrzegi,Budy Łańcuckie,,68,172245159,blancuckiesp2@interia.pl,172245227,urzad@gmina-bialobrzegi.pl,www.gmina-bialobrzegi.pl,690581761,,1131833,13934,123188,66@mail.pl,blancuckiesp2.edupage.org,Agnieszka ,Weiss,brak,brak,29,25,54,mała
67,14513,690005359,5170352321,SZKOŁA PODSTAWOWA NR 6,m. Rzeszów,M. Rzeszów,Rzeszów,ul. Rubinowa,4,177483757,sekretariat@zszp1.resman.pl,178754588,edukacja@erzeszow.pl,www.erzeszow.pl,690581353,,690005359,14513,123189,67@mail.pl,sp6.resman.pl,Tomasz,Janeczko,brak,brak,82,88,170,średnia
68,14514,243926,0,SZKOŁA PODSTAWOWA NR 12 IM. JULIANA PRZYBOSIA,m. Rzeszów,M. Rzeszów,Rzeszów,ul. Lwowska,17,177482410,sekretariat@zszp2.resman.pl,178754588,edukacja@erzeszow.pl,erzeszow.pl,690581353,,243926,14514,123190,68@mail.pl,https://sp12rzeszow.edupage.org/,Barbara,Nizińska,brak,brak,95,95,190,średnia
69,14515,984960,8132404425,SZKOŁA PODSTAWOWA NR 23 IM. JANA PAWŁA II,m. Rzeszów,M. Rzeszów,Rzeszów,ul. bp. Józefa Sebastiana Pelczara,3,177482550,sekretariat@zszp5.resman.pl,178754588,edukacja@erzeszow.pl,https://www.erzeszow.pl/,690581353,,984960,14515,123191,69@mail.pl,https://sp23rzeszow.edupage.org/,Krzysztof,Benewiat,brak,brak,233,212,445,duża
70,14517,242803,8132642372,SZKOŁA PODSTAWOWA NR 10 Z ODDZIAŁAMI DWUJĘZYCZNYMI W RZESZOWIE,m. Rzeszów,M. Rzeszów,Rzeszów,ul. Dominikańska,4,,sekretariat@sp10.resman.pl,178754588,edukacja@erzeszow.pl,nie posiada,690581353,,242803,14517,123192,70@mail.pl,www.sp10.net,Albert,Majka,brak,brak,170,147,317,duża
71,14518,240193,5170351209,SZKOŁA PODSTAWOWA NR 19 IM. KS. PIOTRA SKARGI,m. Rzeszów,M. Rzeszów,Rzeszów,ul. Piotra Skargi,3,,sekretariat@sp19.rzeszow.pl,178754588,edukacja@erzeszow.pl,https://bip.erzeszow.pl/77-edukacja.html,690581353,,240193,14518,123193,71@mail.pl,https://www.sp19.rzeszow.pl/,Paweł,Zięba,brak,brak,120,83,203,średnia
72,15068,1200907,6851602707,SZKOŁA PODSTAWOWA IM. KS. KARDYNAŁA STEFANA WYSZYŃSKIEGO W BŁAŻKOWEJ,jasielski,Brzyska,Błażkowa,,125,134460102,dyrpodb@onet.pl,134460105,gmina@brzyska.pl,https://samorzad.gov.pl/web/gmina-brzyska,370440270,,1200907,15068,123194,72@mail.pl,https://spblazkowa.edupage.org,Danuta,Drozd-Ulijasz,brak,brak,38,33,71,mała
73,15097,1200899,6852033370,SZKOŁA PODSTAWOWA IM. HENRYKA SIENKIEWICZA W BRZYSKACH,jasielski,Brzyska,Brzyska,,348,134460104,spbrzyska@interia.pl,134460105,gmina@brzyska.pl,https://samorzad.gov.pl/web/gmina-brzyska,370440270,,1200899,15097,123195,73@mail.pl,Brzyska 348,Wiesław,Flis,brak,brak,83,81,164,średnia
74,15344,272514,7952138749,ZESPÓŁ SZKOLNO-PRZEDSZKOLNY Z ODDZIAŁAMI INTEGRACYJNYMI W ORŁACH SZKOŁA PODSTAWOWA IM. ORŁA BIAŁEGO,przemyski,Orły,Orły,ul. Szkolna,1,166724630,zsporly@interia.pl,166712693,urzad@ugorly.pl,http://gminaorly.pl/,650900358,,272514,15344,123196,74@mail.pl,www.zsporly.com,Renata,Duma,brak,brak,68,96,164,średnia
75,15347,1207909,7952522488,SZKOŁA PODSTAWOWA IM. JANA PAWŁA II W DROHOJOWIE,przemyski,Orły,Drohojów,,151A,,zespoldrohojow@interia.eu,16671690,urzad@ugorly.pl,www.gminaorly.pl,650900358,,1207909,15347,123197,75@mail.pl,www.zespoldrohojow.pl,Madgalena,Grębowiec,brak,brak,22,22,44,mała
76,15349,1207884,7951644054,SZKOŁA PODSTAWOWA W KASZYCACH IM. PUŁKOWNIKA CZESŁAWA MĄCZYŃSKIEGO,przemyski,Orły,Kaszyce,,213,166722088,spkaszyce@interia.pl,166712693,urzad@ugorly.pl,www.ugorly.pl,650900358,,1207884,15349,123198,76@mail.pl,www.spkaszyce@szkolnanet.pl,Renata,Kozieja,brak,brak,28,32,60,mała
77,15350,1207921,7951697435,SZKOŁA PODSTAWOWA IM. KS. JANA TWARDOWSKIEGO W TRÓJCZYCACH,przemyski,Orły,Trójczyce,,110,,sptrojczyce@interia.pl,166712693,urzad@ugorly.pl,gminaorly.pl,650900358,,1207921,15350,123199,77@mail.pl,sptrojczyce.edupage.org,Anna,Bieńko,brak,brak,21,19,40,mała
78,15351,1207890,7951640984,SZKOŁA PODSTAWOWA IM. ŚW.. JADWIGI KRÓLOWEJ POLSKI W ZADĄBROWIU,przemyski,Orły,Zadąbrowie,,81,166712618,spzadabrowie@wp.pl,166712693,urzad@ugorly.pl,http://gminaorly.pl/,650900358,,1207890,15351,123200,78@mail.pl,http://spzadabrowie.szkolnastrona.pl/,Katarzyna,Nowak-Maluchnik,brak,brak,16,26,42,mała
79,15352,1249262,7951609721,SZKOŁA PODSTAWOWA W MAŁKOWICACH IM. KS. KARDYNAŁA STEFANA WYSZYŃSKIEGO,przemyski,Orły,Małkowice,,102A,166712466,spmalkowice@wp.pl,166712693,urzad@ugorly.pl,http://gminaorly.pl/,650900358,,1249262,15352,123201,79@mail.pl,http://spmalkowice.szkolnastrona.pl/,Anna,Czerkowicz,brak,brak,19,16,35,mała
80,15354,180747400,7952522531,SZKOŁA PODSTAWOWA Z ODDZIAŁEM PRZEDSZKOLNYM IM. JANA PAWŁA II W WALAWIE,przemyski,Orły,Walawa,,60,166712697,spwalawa@o2.pl,166712693,urzad@ugorly.pl,www.gminaorly.pl,650900358,,180747400,15354,123202,80@mail.pl,www.spwalawa.pl,Agata,Tymcio,brak,brak,13,11,24,mała
81,15355,650005178,7951873470,SZKOŁA PODSTAWOWA IM. MARII KONOPNICKIEJ W NIZINACH,przemyski,Orły,Niziny,,291,166712669,sp_niziny@op.pl,166712693,urzad@ugorly.pl,gminaorly.pl,650900358,,650005178,15355,123203,81@mail.pl,http://spniziny.szkolnastrona.pl/,Grażyna,Kurecka,brak,brak,21,21,42,mała
82,15361,1214654,6841050301,SZKOŁA PODSTAWOWA W ŁĘŻANACH IM. TADEUSZA KOŚCIUSZKI,krośnieński,Miejsce Piastowe,Łężany,ul. Tadeusza Kościuszki,2,,splezany@op.pl,134353012,cuw@miejscepiastowe.pl,www.miejscepiastowe.pl,370440583,,1214654,15361,123204,82@mail.pl,www.splezany.pl,Teresa,Pyzik,brak,brak,30,34,64,mała
83,15556,1133559,8171812401,SZKOŁA PODSTAWOWA W KSIĄŻNICACH,mielecki,Mielec,Książnice,,91,,sp.ksiaznice@ug.mielec.pl,177730590,sekretariat@ug.mielec.pl,https://www.gmina.mielec.pl/,690581910,,1133559,15556,123205,83@mail.pl,http://ksiaznice.szkola.pl/,Renata,Świstak,brak,brak,17,18,35,mała
84,15562,1133565,8171812430,SZKOŁA PODSTAWOWA W PODLESZANACH,mielecki,Mielec,Podleszany,,127,,sppodleszany@o2.pl,177730590,SEKRETARIAT@UG.MIELEC.PL,https://gmina.mielec.pl/,690581910,,1133565,15562,123206,84@mail.pl,https://zspodleszany.pl/,Agnieszka ,Wójtowicz,brak,brak,42,52,94,mała
85,15574,1133571,8171812424,SZKOŁA PODSTAWOWA W RYDZOWIE,mielecki,Mielec,Rydzów,,33,175812544,szkolarydzow@wp.pl,177730590,sekretariat@ug.mielec.pl,https://www.gmina.mielec.pl/,690581910,,1133571,15574,123207,85@mail.pl,http://rydzow33.ayz.pl/,Aleksandra,Filipowicz,brak,brak,19,27,46,mała
86,15608,1136902,8181011252,PUBLICZNA SZKOŁA PODSTAWOWA IM.DZIAŁACZY RUCHU CHŁOPSKIEGO W KOZODRZY,ropczycko-sędziszowski,Ostrów,Kozodrza,,175,177451361,spkozodrzamp@onet.eu,177451160,info@ostrow.gmina.pl,https://www.ostrow.gmina.pl/,690581956,,1136902,15608,123208,86@mail.pl,www.spkozodrza.szkola.pl,Jerzy,Szopa,brak,brak,14,18,32,mała
87,15609,1136931,8181011364,PUBLICZNA SZKOŁA PODSTAWOWA IM. JANA PAWŁA II W WOLI OCIECKIEJ,ropczycko-sędziszowski,Ostrów,Wola Ociecka,,114,172230649,sp.wolaociecka@wp.pl,177451160,info@ostrow.gmina.pl,https://www.ostrow.gmina.pl,690581956,,1136931,15609,123209,87@mail.pl,https://www.wolaociecka.szkola.pl/,Artur,Pipka,brak,brak,39,27,66,mała
88,15611,555198,8181011358,PUBLICZNA SZKOŁA PODSTAWOWA IM. HENRYKA SIENKIEWICZA W OSTROWIE,ropczycko-sędziszowski,Ostrów,Ostrów,,215,177451144,ostrowsp1@gmail.com,177451160,info@ostrow.gmina.pl,https://www.ostrow.gmina.pl/,690581956,,555198,15611,123210,88@mail.pl,spostrow.cba.pl,Maria,Świtalska,brak,brak,44,29,73,mała
89,15612,1136894,8181011341,PUBLICZNA SZKOŁA PODSTAWOWA IM. BŁ. KS. ROMANA SITKO W KAMIONCE,ropczycko-sędziszowski,Ostrów,Kamionka,,206,172233116,spkamionka206@gmail.com,177451160,info@ostrow.gmina.pl,https://www.ostrow.gmina.pl/,690581956,,1136894,15612,123211,89@mail.pl,http://www.spkamionka.szkola.pl/,Anna,Rybka,brak,brak,27,37,64,mała
90,15613,1136925,8181011370,PUBLICZNA SZKOŁA PODSTAWOWA IM.BŁ.KS.JERZEGO POPIEŁUSZKI W SKRZYSZOWIE,ropczycko-sędziszowski,Ostrów,Skrzyszów,,98,177451718,sp-skrzyszow@wp.pl,177451160,info@ostrow.gmina.pl,www.ostrow.gmina.pl,690581956,,1136925,15613,123212,90@mail.pl,www.skrzyszow@wp.pl,Andrzej,Leśniak,brak,brak,26,31,57,mała
91,15614,1136919,8181011246,PUBLICZNA SZKOLA PODSTAWOWA IM.KARDYNAŁA STEFANA WYSZYŃSKIEGO W OCIECE,ropczycko-sędziszowski,Ostrów,Ocieka,,352,172235736,SPOCIEKA2@WP.PL,177451160,info@ostrow.gmina.pl,www.ostrow.gmina.pl,690581956,,1136919,15614,123213,91@mail.pl,www.spocieka.pl,KAROL,Marciak,brak,brak,41,22,63,mała
92,15625,1184657,8652227952,PUBLICZNA SZKOŁA PODSTAWOWA W STANACH,stalowowolski,Bojanów,Stany,ul. Szkolna,8,,zsstany@interia.pl,158708326,ug@bojanow.pl,www.bojanow.pl,830409100,,1184657,15625,123214,92@mail.pl,https://pspstany.bojanow.pl,Bożena,Fudali,brak,brak,45,58,103,mała
93,15627,559799,8652149666,PUBLICZNA SZKOŁA PODSTAWOWA NR 1 IM. KS. J. POPIEŁUSZKI W BOJANOWIE,stalowowolski,Bojanów,Bojanów,ul. Parkowa,11,,zsbojanow@op.pl,158708326,ug@bojanow.pl,www.bojanow.pl,830409100,,559799,15627,123215,93@mail.pl,www.zs.bojanow.pl,Zbigniew,Biernacka,brak,brak,55,62,117,mała
94,15651,1133588,8171812447,SZKOŁA PODSTAWOWA IM. MARII KONOPNICKIEJ,mielecki,Mielec,Rzędzianowice,,186,,sprzedzianowice@op.pl,177730590,sekretariat@ug.mielec.pl,gmina.mielec.pl,690581910,,1133588,15651,123216,94@mail.pl,sprzedzianowice.edupage.org,Izabela,Weiss,brak,brak,32,40,72,mała
95,15900,1139622,8132158647,SZKOŁA PODSTAWOWA NR 2 IM. JANA PAWŁA II W BRATKOWICACH,rzeszowski,Świlcza,Bratkowice,,606,178551009,sp2.bratkowice@swilcza.com.pl,178670117,ug.swilcza@intertele.pl,www.swilcza.com.pl,690582140,,1139622,15900,123217,95@mail.pl,www.sp2bratkowice.szkolna.net,Barbara,Janeczko,brak,brak,21,21,42,mała
96,15901,1139645,8132643673,SZKOŁA PODSTAWOWA NR 1 IM. MARII KONOPNICKIEJ W MROWLI,rzeszowski,Świlcza,Mrowla,,51,178553591,sp1.mrowla@swilcza.com.pl,178553591,ug.swilcza@intertele.pl,www.swilcza.com.pl,690582140,,1139645,15901,123218,96@mail.pl,http://www.spmrowla.pl,Janusz,Nizińska,brak,brak,34,25,59,mała
97,16094,1177605,8652261268,SZKOŁA PODSTAWOWA W BIELINACH,niżański,Ulanów,Bieliny,ul. św. Wojciecha,6,,pspbieliny@wp.pl,158763041,sekretariat@ulanow.pl,ulanow.pl,830409488,,1177605,16094,123219,97@mail.pl,spbieliny.pl ,Barbara,Benewiat,brak,brak,18,17,35,mała
98,16102,1130928,8171808115,SZKOŁA PODSTAWOWA W BRNIU OSUCHOWSKIM,mielecki,Czermin,Breń Osuchowski,,64,,spbrenosuchowski@interia.pl,177741922,ug@czermin.pl,https://czermin.pl/,690581896,,1130928,16102,123220,98@mail.pl,https://spbrenosuchowski.edupage.org/,Marzena,Majka,brak,brak,14,16,30,mała
99,16170,1177628,8652261251,SZKOŁA PODSTAWOWA W DĄBRÓWCE,niżański,Ulanów,Dąbrówka,,15e,,dyrektor2@op.pl,158763041,zeas_ulanow@vp.pl,www.ulanow.pl,830409488,,1177628,16170,123221,99@mail.pl,www.szkoladabrowka.edupage.org,Elzbieta,Zięba,brak,brak,13,17,30,mała
100,16241,244446,8133660432,SZKOŁA PODSTAWOWA NR 13 IM. ŚW. JANA KANTEGO,m. Rzeszów,M. Rzeszów,Rzeszów,ul. Skrajna,1,,zszp3@zszp3.resman.pl,178754588,edukacja@erzeszow.pl,erzeszow.pl,690581353,,244446,16241,123222,100@mail.pl,zszp3.rzeszow.pl,Barbara,Drozd-Ulijasz,brak,brak,99,103,202,średnia
101,16282,1214660,6841079635,SZKOŁA PODSTAWOWA W GŁOWIENCE IM. BENEDYKTA WIERDAKA,krośnieński,Miejsce Piastowe,Głowienka,ul. Szkolna,8,134219710,spglowienka@gmail.com,134353012,cuw@miejscepiastowe.pl,www.miejscepiastowe.pl,370440583,,1214660,16282,123223,101@mail.pl,www.spglowienka.pl ,Iwona,Flis,brak,brak,47,45,92,mała
102,16673,663189,7941558293,SZKOŁA PODSTAWOWA IM. JANA PAWŁA II W ZARZECZU,przeworski,Zarzecze,Zarzecze,ul. Świętego Jana Pawła II,7,,zszarzecze@itl.pl,166401528,ugzarzecze@post.pl,gminazarzecze.pl,650900542,,663189,16673,123224,102@mail.pl,zszarzecze.pl,Krzysztof,Duma,brak,brak,87,113,200,średnia
103,16675,1208369,7941569204,SZKOŁA PODSTAWOWA IM. MARII KONOPNICKIEJ W SIENNOWIE,przeworski,Zarzecze,Siennów,,227,166401912,spsiennow@itl.pl,166401529,ugzarzecze@post.pl,www.gminazarzecze.pl,650900542,,1208369,16675,123225,103@mail.pl,spsiennow.edupage.org,ANNA,Grębowiec,brak,brak,21,26,47,mała
104,16677,1208330,7941559602,SZKOŁA PODSTAWOWA IM. ŚW. KRÓLOWEJ JADWIGI W MAĆKÓWCE,przeworski,Zarzecze,Maćkówka,,210,,spmackowka@itl.pl,166401529,ugzarzecze@post.pl,www.zarzecze.itl.pl,650900542,,1208330,16677,123226,104@mail.pl,http://spmackowka.pl/,Maria,Kozieja,brak,brak,15,25,40,mała
105,16821,1187816,8651677593,PUBLICZNA SZKOŁA PODSTAWOWA,niżański,Rudnik nad Sanem,Kopki,ul. Podborze,1,,pspkopki@o2.pl,158761002,info@rudnik.pl,https://rudnik.pl/,830409465,,1187816,16821,123227,105@mail.pl,http://pspkopki.edu.pl/,Halina ,Bieńko,brak,brak,29,32,61,mała
106,16956,1214648,6842302176,SZKOŁA PODSTAWOWA W ROGACH,krośnieński,Miejsce Piastowe,Rogi,ul. Szkolna,2,134353069,dyrektor@sprogi.szkolna.net,134353012,gmina@miejscepiastowe.pl,www.miejscepiastowe.pl,370440583,,1214648,16956,123228,106@mail.pl,www.sprogi.szkolna.net,Edyta,Nowak-Maluchnik,brak,brak,73,64,137,średnia
107,17033,1131106,8132457976,SZKOŁA PODSTAWOWA IM. ŚW. JANA PAWŁA II W WÓLCE HYŻNEŃSKIEJ,rzeszowski,Hyżne,Wólka Hyżneńska,,28,172295451,spwolka@poczta.fm,172295002,urzad@hyzne.pl,www.hyzne.pl,690582080,,1131106,17033,123229,107@mail.pl,http://spwh.hyzne.net/,Agnieszka,Czerkowicz,brak,brak,7,11,18,mała
108,17103,1131098,8132458094,SZKOŁA PODSTAWOWA IM. TADEUSZA GAJCEGO W SZKLARACH,rzeszowski,Hyżne,Szklary,,148,,spszklary@op.pl,172295002,urzad@hyzne.pl,www.hyzne.pl,690582080,,1131098,17103,123230,108@mail.pl,spszklary.osnet.pl,Lucyna,Tymcio,brak,brak,22,24,46,mała
109,17210,273838,8132764939,SZKOŁA PODSTAWOWA Z ODDZIAŁAMI DWUJĘZYCZNYMI IM. BPA WOJCIECHA TOMAKI W TRZEBOWNISKU,rzeszowski,Trzebownisko,Trzebownisko,,965,,sptrzebownisko@o2.pl,177713700,poczta@trzebownisko.pl,https://trzebownisko.pl/,690582157,,273838,17210,123231,109@mail.pl,www.sptrzebownisko.eu.org,Beata,Kurecka,brak,brak,119,125,244,średnia
110,17216,1202220,8722274320,PUBLICZNA SZKOŁA PODSTAWOWA NR 5 IM. EDMUNDA BOJANOWSKIEGO W DĘBICY,dębicki,Dębica,Dębica,ul. Paderewskiego,4,,sp5debica@poczta.onet.pl,146838132,sekretariat@mzo.edu.pl,www.debica.pl,851661205,,1202220,17216,123232,110@mail.pl,www.sp5debica.szkolnastrona.pl,Wiesław,Pyzik,brak,brak,301,257,558,duża
111,17217,1202190,8721993030,SZKOŁA PODSTAWOWA NR 2 IM. KRÓLOWEJ JADWIGI W DĘBICY,dębicki,Dębica,Dębica,ul. Ogrodowa,22,,sp2dca@poczta.onet.pl,146838132,sekretariat@mzo.edu.pl,debica.pl,851661205,,1202190,17217,123233,111@mail.pl,sp2debica.pl,Dorota,Świstak,brak,brak,73,66,139,średnia
112,17218,1202208,8721993047,PUBLICZNA SZKOŁA PODSTAWOWA NR 3 IM. GENERAŁA TADEUSZA BORA-KOMOROWSKIEGO,dębicki,Dębica,Dębica,ul. Kraszewskiego,37,146813289,sekretariat@sp3debica.pl,146838132,sekretariat@mzo.edu.pl,www.mzo.debica.kei.pl,851661205,,1202208,17218,123234,112@mail.pl,www.mzodebica.pl,Renata,Wójtowicz,brak,brak,101,119,220,średnia
113,17232,1131081,8132457108,SZKOŁA PODSTAWOWA IM. ŚW. JANA KANTEGO W GRZEGORZÓWCE,rzeszowski,Hyżne,Grzegorzówka,,173,172295558,spgrzegorzowka@hyzne.pl,172304560,gmina@hyzne.pl,https://hyzne.pl,690582080,,1131081,17232,123235,113@mail.pl,https://spgrzegorzowka.pl,Grzegorz,Filipowicz,brak,brak,23,23,46,mała
114,17276,270627,8132458349,SZKOŁA PODSTAWOWA IM. GEN. WŁ.SIKORSKIEGO W HYŻNEM,rzeszowski,Hyżne,Hyżne,,615a,,sphyzne@intertele.pl,172295002,urzad@hyzne.pl,www.hyzne.pl,690582080,,270627,17276,123236,114@mail.pl,www.sp.hyzne.net,Katarzyna,Szopa,brak,brak,85,77,162,średnia
115,17322,1131075,8132458013,SZKOŁA PODSTAWOWA IM. POLSKIEGO CZERWONEGO KRZYŻA W DYLĄGÓWCE,rzeszowski,Hyżne,Dylągówka,,29,,spdyl@intertele.pl,172295002,urzad@hyzne.pl,www.hyzne.pl,690582080,,1131075,17322,123237,115@mail.pl,http://www.spdylagowka.itl.pl,Barbara,Pipka,brak,brak,27,25,52,mała
116,17481,1202243,8721993107,SZKOŁA PODSTAWOWA NR 8 IM. JANA PAWŁA II W DĘBICY,dębicki,Dębica,Dębica,ul. Wielopolska,162,146702613,sekretariat@sp8.com.pl,146823232,umdebica@um.debica.pl,https://debica.bip.gov.pl/,851661205,,1202243,17481,123238,116@mail.pl,http://sp8debica.pl,Mariusz,Świtalska,brak,brak,29,38,67,mała
117,17482,1277301,8721993018,PUBLICZNA SZKOŁA PODSTAWOWA NR 9 IM. DĘBICKICH SAPERÓW W DĘBICY,dębicki,Dębica,Dębica,ul. Grottgera,3,,szkolapodstawowanr9@interia.pl,146838100,umdebica@um.debica.pl,https://debica.pl/,851661205,,1277301,17482,123239,117@mail.pl,sp9.com.pl,Grażyna,Rybka,brak,brak,203,227,430,duża
118,17685,5696762,8721992993,SZKOŁA PODSTAWOWA NR 10 IM. KS. PROF. ALOJZEGO FRANCISZKA NOSALA W DĘBICY,dębicki,Dębica,Dębica,ul. Huberta Wagnera,4,,sekretariat@szkolasp10.nazwa.pl,146838132,sekretariat@mzo.edu.pl,https://debica.pl/,851661205,,5696762,17685,123240,118@mail.pl,https://www.sp10debica.fdf.pl/,Magdalena,Leśniak,brak,brak,109,123,232,średnia
119,17710,651419924,0,SZKOŁA PODSTAWOWA IM KS. J. RADOCHOŃSKIEGO Z ODDZIAŁEM PRZEDSZKOLNYM W WIERZBNEJ,jarosławski,Pawłosiów,Wierzbna,,2,,sekretariat@spwierzbna.pl,1606220380,ug_pawlosiow@pro.onet.pl,http://www.gminapawlosiow.pl/,650900447,,651419924,17710,123241,119@mail.pl,spwierzbna.pl,Ewa,Marciak,brak,brak,38,52,90,mała
120,17910,180640837,8671613225,SZKOŁA PODSTAWOWA NR 3 IM. ALFREDA FREYERA,m. Tarnobrzeg,M. Tarnobrzeg,Tarnobrzeg,ul. Jana Kochanowskiego,1,158233511,sekretariatsp3@op.pl,158181242,um@um.tarnobrzeg.pl,um.tarnobrzeg.pl,830409092,8672079199,180640837,17910,123242,120@mail.pl,http://sp3.tarnobrzeg.pl/,Mirosław,Fudali,brak,brak,156,214,370,duża
121,17911,180640458,8671615388,SZKOŁA PODSTAWOWA NR 10 IM. JANUSZA KORCZAKA,m. Tarnobrzeg,M. Tarnobrzeg,Tarnobrzeg,ul. Marii Dąbrowskiej,10,,sp10tbg@gmail.com,158226570,um@um.tarnobrzeg.pl,www.um.tarnobrzeg.pl,830409092,8672079199,180640458,17911,123243,121@mail.pl,www.sp10tbg.pl,Paweł,Biernacka,brak,brak,241,257,498,duża
122,17912,180643043,8671613107,SZKOŁA PODSTAWOWA NR 8 IM. STANISŁAWA PIĘTAKA,m. Tarnobrzeg,M. Tarnobrzeg,Tarnobrzeg,ul. Stanisława Piętaka,53,158220593,sp8@oswiata.tarnobrzeg.pl,158226570,um@um.tarnobrzeg.pl,https://um.tarnobrzeg.pl,830409092,8672079199,180643043,17912,123244,122@mail.pl,https://sp8tarnobrzeg.edupage.org,Justyna,Weiss,brak,brak,35,47,82,mała
123,17913,180645059,8671613076,SZKOŁA PODSTAWOWA NR 11 IM. WINCENTEGO BUCZKA,m. Tarnobrzeg,M. Tarnobrzeg,Tarnobrzeg,ul. Olszowa,1,158220603,sp11@oswiata.tarnobrzeg.pl,158181570,m.lysiak@um.tarnobrzeg.pl,https://um.tarnobrzeg.pl/,830409092,8672079199,180645059,17913,123245,123@mail.pl,https://szpod11.edupage.org/,Robert,Janeczko,brak,brak,45,42,87,mała
124,17926,180641802,8671615454,SZKOŁA PODSTAWOWA NR 4 IM. MIKOŁAJA KOPERNIKA,m. Tarnobrzeg,M. Tarnobrzeg,Tarnobrzeg,ul. Stanisława Wyspiańskiego,10,158227441,sp4tbg@wp.pl,158181570,um@um.tarnobrzeg.p,Wyspiańskiego 10,830409092,8672079199,180641802,17926,123246,124@mail.pl,https://sp4tarnobrzeg.edupage.org/,Grzegorz,Nizińska,brak,brak,179,155,334,duża
125,17931,180643497,8671611700,SZKOŁA PODSTAWOWA NR 7 IM. GEN. LEOPOLDA OKULICKIEGO,m. Tarnobrzeg,M. Tarnobrzeg,Tarnobrzeg,ul. Henryka Sienkiewicza,215,,sp7@oswiata.tarnobrzeg.pl,158181242,um@um.tarnobrzeg.pl,www.um.tarnobrzeg.pl,830409092,8672079199,180643497,17931,123247,125@mail.pl,www.sp7tarnobrzeg.edupage.org,Rafał,Benewiat,brak,brak,35,33,68,mała
126,17992,850042842,8721993001,PUBLICZNA SZKOŁA PODSTAWOWA NR 11 Z ODDZIAŁAMI INTEGRACYJNYMI IM. 5 PUŁKU STRZELCÓW KONNYCH ARMII KRAJOWEJ W DĘBICY,dębicki,Dębica,Dębica,ul. Szkotnia,14,,sekretariat@spi11debica.com,146838132,sekretariat@mzo.edu.pl,https://debica.pl/,851661205,,850042842,17992,123248,126@mail.pl,http://spi11debica.com/,Alicja,Majka,brak,brak,159,180,339,duża
127,17993,690675960,8722002001,SZKOŁA PODSTAWOWA NR 12 IM. ARMII KRAJOWEJ W DĘBICY,dębicki,Dębica,Dębica,ul. Gajowa,9,,sekretariat@sp12debica.pl,146838100,umdebica@um.debica.pl,https://debica.pl/,851661205,,690675960,17993,123249,127@mail.pl,https://sp12debica.edupage.org/,Grzegorz,Zięba,brak,brak,57,73,130,średnia
128,18085,1214619,6842302199,SZKOŁA PODSTAWOWA W ZALESIU IM. JÓZEFA PIŁSUDSKIEGO,krośnieński,Miejsce Piastowe,Zalesie,,38,,sp_zalesie@poczta.onet.pl,134353012,gmina@miejscepiastowe.pl,https://www.miejscepiastowe.pl/asp/pl_start.asp?typ=14&menu=203&strona=1,370440583,,1214619,18085,123250,128@mail.pl,http://www.spzalesie.pl/,Daniela,Drozd-Ulijasz,brak,brak,33,31,64,mała
129,18105,1214625,6842302147,SZKOŁA PODSTAWOWA WE WROCANCE IM. STANISŁAWY GRELLI,krośnieński,Miejsce Piastowe,Wrocanka,ul. Długa,19,134311522,dyrektor@spwrocanka.szkolna.net,134353012,gmina@miejscepiastowe.pl,www.gminamiejscepiastowe.pl,370440583,,1214625,18105,123251,129@mail.pl,www.spwrocanka.szkolna.net,Nina,Flis,brak,brak,25,21,46,mała
130,18122,244831,8132200711,SZKOŁA PODSTAWOWA NR 14 IM. ORLĄT LWOWSKICH,m. Rzeszów,M. Rzeszów,Rzeszów,ul. Staroniwska,55,177482450,sekretariat@zszp4.resman.pl,177484588,edukacja@erzeszow.pl,www.erzeszow.pl,690581353,,244831,18122,123252,130@mail.pl,www.zszp4.rzeszow.pl,Maria ,Duma,brak,brak,62,71,133,średnia
131,18123,691679309,8133655603,SZKOŁA PODSTAWOWA NR 7,m. Rzeszów,M. Rzeszów,Rzeszów,ul. Beskidzka,5,,sekretariat@zszp11.resman.pl,178754588,edukacja@erzeszow.pl,edukacja@erzeszow.pl,690581353,,691679309,18123,123253,131@mail.pl,https://zszp11.resman.pl/,Piotr,Grębowiec,brak,brak,87,109,196,średnia
